Departement,Code_INSEE,pregion,code_DFCI,Jour,Heure,Surface_parcourue_m2,pTempMax_Deg,pTempMin_Deg,pWind_kmh,pWet_percent,pVisibility_km,pCloudCoverage_percent,pDayduration_hour,FFMC,ISI,SB
13,13055,languedoc-roussillon,KD42D1,2017-09-02,18:57:00,2000,23,17,32,63,10.0,12.0,13:9:0,85.13005870187673,8.989559267940873,2000
13,13055,provence-alpes-c-te-d-azur,KD42D1,2017-09-02,18:57:00,2000,23,18,46,58,10.0,4.0,13:8:0,86.07166966874063,21.974414714594335,2000
83,83091,corse,LD00H41,2017-09-02,20:54:00,100,21,14,29,61,9.875,8.0,13:5:0,85.05508064381195,7.607278760658117,100
83,83091,languedoc-roussillon,LD00H41,2017-09-02,20:54:00,100,23,17,32,63,10.0,12.0,13:9:0,85.13005870187673,8.989559267940873,100
83,83091,provence-alpes-c-te-d-azur,LD00H41,2017-09-02,20:54:00,100,23,18,46,58,10.0,4.0,13:8:0,86.07166966874063,21.974414714594335,100
2A,2A272,corse,NB44G34,2017-09-02,21:39:00,1000,21,14,29,61,9.875,8.0,13:5:0,85.05508064381195,7.607278760658117,1000
2A,2A272,languedoc-roussillon,NB44G34,2017-09-02,21:39:00,1000,23,17,32,63,10.0,12.0,13:9:0,85.13005870187673,8.989559267940873,1000
2A,2A272,provence-alpes-c-te-d-azur,NB44G34,2017-09-02,21:39:00,1000,23,18,46,58,10.0,4.0,13:8:0,86.07166966874063,21.974414714594335,1000
83,83069,corse,LD00H01,2017-09-02,21:45:00,4310000,21,14,29,61,9.875,8.0,13:5:0,85.05508064381195,7.607278760658117,4310000
83,83069,languedoc-roussillon,LD00H01,2017-09-02,21:45:00,4310000,23,17,32,63,10.0,12.0,13:9:0,85.13005870187673,8.989559267940873,4310000
83,83069,provence-alpes-c-te-d-azur,LD00H01,2017-09-02,21:45:00,4310000,23,18,46,58,10.0,4.0,13:8:0,86.07166966874063,21.974414714594335,4310000
2B,2B303,corse,NC82H02,2017-09-02,22:08:00,10,21,14,29,61,9.875,8.0,13:5:0,85.05508064381195,7.607278760658117,10
2B,2B303,languedoc-roussillon,NC82H02,2017-09-02,22:08:00,10,23,17,32,63,10.0,12.0,13:9:0,85.13005870187673,8.989559267940873,10
2B,2B303,provence-alpes-c-te-d-azur,NC82H02,2017-09-02,22:08:00,10,23,18,46,58,10.0,4.0,13:8:0,86.07166966874063,21.974414714594335,10
11,11262,corse,GC48H55,2017-09-02,22:55:00,22800,21,14,29,61,9.875,8.0,13:5:0,85.05508064381195,7.607278760658117,22800
11,11262,languedoc-roussillon,GC48H55,2017-09-02,22:55:00,22800,23,17,32,63,10.0,12.0,13:9:0,85.13005870187673,8.989559267940873,22800
11,11262,provence-alpes-c-te-d-azur,GC48H55,2017-09-02,22:55:00,22800,23,18,46,58,10.0,4.0,13:8:0,86.07166966874063,21.974414714594335,22800
13,13073,provence-alpes-c-te-d-azur,KD62A3,2017-09-03,01:30:00,108900,24,17,31,63,10.0,20.0,13:5:0,85.20987340479452,8.691462676696434,108900
83,83133,provence-alpes-c-te-d-azur,LD64C73,2017-09-03,03:57:00,2500,24,17,31,63,10.0,20.0,13:5:0,85.20987340479452,8.691462676696434,2500
2A,2A092,provence-alpes-c-te-d-azur,NB86C13,2017-09-03,05:09:00,37000,24,17,31,63,10.0,20.0,13:5:0,85.20987340479452,8.691462676696434,37000
83,83026,provence-alpes-c-te-d-azur,LD02K74,2017-09-03,13:15:00,5000,24,17,31,63,10.0,20.0,13:5:0,85.20987340479452,8.691462676696434,5000
48,48178,provence-alpes-c-te-d-azur,HE22A0,2017-09-03,13:58:00,37100,24,17,31,63,10.0,20.0,13:5:0,85.20987340479452,8.691462676696434,37100
34,34226,provence-alpes-c-te-d-azur,GD40F75,2017-09-03,16:42:00,30,24,17,31,63,10.0,20.0,13:5:0,85.20987340479452,8.691462676696434,30
2A,2A362,provence-alpes-c-te-d-azur,NB66E2,2017-09-03,20:42:00,5,24,17,31,63,10.0,20.0,13:5:0,85.20987340479452,8.691462676696434,5
11,11262,rh-ne-alpes,GC48H55,2017-09-06,12:35:00,5000,16,12,11,98,7.75,68.0,13:0:0,75.07303927265748,0.009924357581771247,5000
11,11262,languedoc-roussillon,GC48H55,2017-09-06,12:35:00,5000,26,21,25,69,10.0,4.0,12:57:0,84.6235759019754,5.66364407580074,5000
34,34323,rh-ne-alpes,GD64K25,2017-09-06,12:56:00,43300,16,12,11,98,7.75,68.0,13:0:0,75.07303927265748,0.009924357581771247,43300
34,34323,languedoc-roussillon,GD64K25,2017-09-06,12:56:00,43300,26,21,25,69,10.0,4.0,12:57:0,84.6235759019754,5.66364407580074,43300
26,26116,rh-ne-alpes,HE82F9,2017-09-06,14:22:00,71000,16,12,11,98,7.75,68.0,13:0:0,75.07303927265748,0.009924357581771247,71000
26,26116,languedoc-roussillon,HE82F9,2017-09-06,14:22:00,71000,26,21,25,69,10.0,4.0,12:57:0,84.6235759019754,5.66364407580074,71000
11,11393,rh-ne-alpes,GD20E23,2017-09-06,15:35:00,643551,16,12,11,98,7.75,68.0,13:0:0,75.07303927265748,0.009924357581771247,643551
11,11393,languedoc-roussillon,GD20E23,2017-09-06,15:35:00,643551,26,21,25,69,10.0,4.0,12:57:0,84.6235759019754,5.66364407580074,643551
34,34082,rh-ne-alpes,HD04L51,2017-09-06,15:45:00,1570400,16,12,11,98,7.75,68.0,13:0:0,75.07303927265748,0.009924357581771247,1570400
34,34082,languedoc-roussillon,HD04L51,2017-09-06,15:45:00,1570400,26,21,25,69,10.0,4.0,12:57:0,84.6235759019754,5.66364407580074,1570400
07,07023,rh-ne-alpes,HE64A43,2017-09-06,16:02:00,70000,16,12,11,98,7.75,68.0,13:0:0,75.07303927265748,0.009924357581771247,70000
07,07023,languedoc-roussillon,HE64A43,2017-09-06,16:02:00,70000,26,21,25,69,10.0,4.0,12:57:0,84.6235759019754,5.66364407580074,70000
11,11379,rh-ne-alpes,GC46F93,2017-09-06,17:40:00,3357570,16,12,11,98,7.75,68.0,13:0:0,75.07303927265748,0.009924357581771247,3357570
11,11379,languedoc-roussillon,GC46F93,2017-09-06,17:40:00,3357570,26,21,25,69,10.0,4.0,12:57:0,84.6235759019754,5.66364407580074,3357570
34,34181,rh-ne-alpes,GD62L82,2017-09-06,18:31:00,437143,16,12,11,98,7.75,68.0,13:0:0,75.07303927265748,0.009924357581771247,437143
34,34181,languedoc-roussillon,GD62L82,2017-09-06,18:31:00,437143,26,21,25,69,10.0,4.0,12:57:0,84.6235759019754,5.66364407580074,437143
11,11203,rh-ne-alpes,GD20H04,2017-09-06,19:58:00,3500,16,12,11,98,7.75,68.0,13:0:0,75.07303927265748,0.009924357581771247,3500
11,11203,languedoc-roussillon,GD20H04,2017-09-06,19:58:00,3500,26,21,25,69,10.0,4.0,12:57:0,84.6235759019754,5.66364407580074,3500
11,11202,rh-ne-alpes,GC46K54,2017-09-06,20:10:00,10500,16,12,11,98,7.75,68.0,13:0:0,75.07303927265748,0.009924357581771247,10500
11,11202,languedoc-roussillon,GC46K54,2017-09-06,20:10:00,10500,26,21,25,69,10.0,4.0,12:57:0,84.6235759019754,5.66364407580074,10500
11,11067,rh-ne-alpes,GD40B11,2017-09-06,20:18:00,14980,16,12,11,98,7.75,68.0,13:0:0,75.07303927265748,0.009924357581771247,14980
11,11067,languedoc-roussillon,GD40B11,2017-09-06,20:18:00,14980,26,21,25,69,10.0,4.0,12:57:0,84.6235759019754,5.66364407580074,14980
13,13051,rh-ne-alpes,KD24E3,2017-09-06,23:20:00,900,16,12,11,98,7.75,68.0,13:0:0,75.07303927265748,0.009924357581771247,900
13,13051,languedoc-roussillon,KD24E3,2017-09-06,23:20:00,900,26,21,25,69,10.0,4.0,12:57:0,84.6235759019754,5.66364407580074,900
34,34016,languedoc-roussillon,HD04B21,2017-09-07,01:10:00,8110,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,8110
66,66164,languedoc-roussillon,GC44C55,2017-09-07,06:12:00,3000,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,3000
05,05151,languedoc-roussillon,LE28H6,2017-09-07,09:08:00,1200,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,1200
2A,2A288,languedoc-roussillon,NB64G24,2017-09-07,12:20:00,12300,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,12300
13,13047,languedoc-roussillon,KD04D2,2017-09-07,12:45:00,10000,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,10000
2A,2A345,languedoc-roussillon,NB48C63,2017-09-07,12:59:00,10000,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,10000
13,13047,languedoc-roussillon,KD02G9,2017-09-07,13:00:00,5000,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,5000
07,07304,languedoc-roussillon,HE62A65,2017-09-07,13:04:00,4000,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,4000
2B,2B314,languedoc-roussillon,NC64E92,2017-09-07,13:05:00,500,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,500
13,13037,languedoc-roussillon,KD24F0,2017-09-07,13:07:00,2000,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,2000
34,34259,languedoc-roussillon,HD04K44,2017-09-07,14:01:00,887,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,887
30,30019,languedoc-roussillon,HD46C1,2017-09-07,16:12:00,200,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,200
13,13043,languedoc-roussillon,KD22G2,2017-09-07,17:00:00,300,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,300
84,84083,languedoc-roussillon,HE80G8,2017-09-07,17:59:00,2000,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,2000
11,11040,languedoc-roussillon,GC48C74,2017-09-07,18:05:00,395900,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,395900
66,66053,languedoc-roussillon,GC62A23,2017-09-07,18:28:00,800,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,800
34,34172,languedoc-roussillon,HD04L42,2017-09-07,18:29:00,1503,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,1503
2A,2A247,languedoc-roussillon,NB84A21,2017-09-07,18:52:00,15,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,15
34,34308,languedoc-roussillon,GD44K43,2017-09-07,21:01:00,2895,24,16,20,62,10.0,1.0,12:54:0,85.27593585412951,5.061892964755323,2895
13,13001,languedoc-roussillon,KD42D9,2017-09-11,04:01:00,20,22,18,31,71,10.0,22.0,12:43:0,83.70064287452456,6.16684148462389,20
13,13001,languedoc-roussillon,KD42D9,2017-09-11,04:09:00,50,22,18,31,71,10.0,22.0,12:43:0,83.70064287452456,6.16684148462389,50
34,34266,languedoc-roussillon,HD26A05,2017-09-11,04:49:00,2385,22,18,31,71,10.0,22.0,12:43:0,83.70064287452456,6.16684148462389,2385
2B,2B335,languedoc-roussillon,NC82G52,2017-09-11,13:30:00,500,22,18,31,71,10.0,22.0,12:43:0,83.70064287452456,6.16684148462389,500
2A,2A300,languedoc-roussillon,NB84B61,2017-09-11,14:08:00,50,22,18,31,71,10.0,22.0,12:43:0,83.70064287452456,6.16684148462389,50
34,34178,languedoc-roussillon,GD62A33,2017-09-11,14:32:00,1794,22,18,31,71,10.0,22.0,12:43:0,83.70064287452456,6.16684148462389,1794
11,11203,languedoc-roussillon,GD20H14,2017-09-11,14:51:00,248510,22,18,31,71,10.0,22.0,12:43:0,83.70064287452456,6.16684148462389,248510
34,34145,languedoc-roussillon,HD44C84,2017-09-11,15:41:00,193045,22,18,31,71,10.0,22.0,12:43:0,83.70064287452456,6.16684148462389,193045
13,13102,languedoc-roussillon,KD22K4,2017-09-11,15:43:00,3000,22,18,31,71,10.0,22.0,12:43:0,83.70064287452456,6.16684148462389,3000
07,07198,languedoc-roussillon,HE88F03,2017-09-11,16:24:00,10000,22,18,31,71,10.0,22.0,12:43:0,83.70064287452456,6.16684148462389,10000
13,13059,languedoc-roussillon,KD44H7,2017-09-11,16:41:00,50,22,18,31,71,10.0,22.0,12:43:0,83.70064287452456,6.16684148462389,50
13,13054,languedoc-roussillon,KD22H4,2017-09-11,17:00:00,500,22,18,31,71,10.0,22.0,12:43:0,83.70064287452456,6.16684148462389,500
83,83031,languedoc-roussillon,LD22F12,2017-09-11,17:30:00,500,22,18,31,71,10.0,22.0,12:43:0,83.70064287452456,6.16684148462389,500
2B,2B251,languedoc-roussillon,NB88A64,2017-09-11,18:35:00,10,22,18,31,71,10.0,22.0,12:43:0,83.70064287452456,6.16684148462389,10
34,34270,languedoc-roussillon,HD24A01,2017-09-11,19:29:00,3124,22,18,31,71,10.0,22.0,12:43:0,83.70064287452456,6.16684148462389,3124
34,34259,languedoc-roussillon,HD04H31,2017-09-11,20:20:00,2263,22,18,31,71,10.0,22.0,12:43:0,83.70064287452456,6.16684148462389,2263
2B,2B110,languedoc-roussillon,NC62E15,2017-09-12,00:22:00,4,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,4
07,07208,languedoc-roussillon,HE64K54,2017-09-12,11:23:00,10000,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,10000
66,66171,languedoc-roussillon,GC42H74,2017-09-12,12:02:00,10000,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,10000
2A,2A247,languedoc-roussillon,NB84A31,2017-09-12,12:38:00,20,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,20
2B,2B037,languedoc-roussillon,NC86A13,2017-09-12,14:33:00,50,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,50
06,06088,languedoc-roussillon,LD86G4,2017-09-12,14:48:00,1450,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,1450
83,83148,languedoc-roussillon,LD22G61,2017-09-12,14:53:00,2400,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,2400
66,66168,languedoc-roussillon,GC42H31,2017-09-12,15:20:00,5000,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,5000
13,13004,languedoc-roussillon,HD84D9,2017-09-12,15:52:00,400,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,400
48,48148,languedoc-roussillon,HE00L5,2017-09-12,16:15:00,1100,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,1100
30,30019,languedoc-roussillon,HD46C1,2017-09-12,16:23:00,20,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,20
66,66233,languedoc-roussillon,GC22K23,2017-09-12,16:46:00,100,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,100
34,34162,languedoc-roussillon,GD82L61,2017-09-12,17:01:00,44079,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,44079
13,13056,languedoc-roussillon,KD22A4,2017-09-12,17:09:00,1200,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,1200
34,34235,languedoc-roussillon,GD44G32,2017-09-12,18:50:00,447964,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,447964
2B,2B023,languedoc-roussillon,NC42C74,2017-09-12,19:29:00,3000,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,3000
13,13005,languedoc-roussillon,KD60A6,2017-09-12,20:41:00,20,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,20
2B,2B039,languedoc-roussillon,NC64H21,2017-09-12,22:12:00,10000,22,17,35,65,10.0,11.0,12:40:0,84.70929574264393,9.553494629768656,10000
13,13001,corse,KD42C9,2017-09-13,03:13:00,15000,23,17,14,62,10.0,1.0,12:35:0,85.25480436555257,3.724870375718623,15000
34,34259,corse,HD04H32,2017-09-13,10:57:00,2864,23,17,14,62,10.0,1.0,12:35:0,85.25480436555257,3.724870375718623,2864
30,30189,corse,HD46L5,2017-09-13,15:27:00,10000,23,17,14,62,10.0,1.0,12:35:0,85.25480436555257,3.724870375718623,10000
07,07307,corse,HE44F54,2017-09-13,17:32:00,15000,23,17,14,62,10.0,1.0,12:35:0,85.25480436555257,3.724870375718623,15000
07,07307,corse,HE44F54,2017-09-13,17:32:00,10000,23,17,14,62,10.0,1.0,12:35:0,85.25480436555257,3.724870375718623,10000
07,07307,corse,HE44F41,2017-09-13,18:19:00,6000,23,17,14,62,10.0,1.0,12:35:0,85.25480436555257,3.724870375718623,6000
2A,2A041,corse,NB62H01,2017-09-13,22:35:00,84300,23,17,14,62,10.0,1.0,12:35:0,85.25480436555257,3.724870375718623,84300
07,07042,corse,HE82B55,2017-09-21,12:02:00,10000,21,8,9,72,10.0,1.0,12:13:0,88.33224468116747,5.0679319680441735,10000
83,83072,corse,LD22E85,2017-09-21,12:44:00,520,21,8,9,72,10.0,1.0,12:13:0,88.33224468116747,5.0679319680441735,520
07,07002,corse,HE44L85,2017-09-21,13:38:00,500,21,8,9,72,10.0,1.0,12:13:0,88.33224468116747,5.0679319680441735,500
2B,2B143,corse,NC80K65,2017-09-21,14:55:00,150,21,8,9,72,10.0,1.0,12:13:0,88.33224468116747,5.0679319680441735,150
2B,2B079,corse,NC64F23,2017-09-21,15:02:00,99100,21,8,9,72,10.0,1.0,12:13:0,88.33224468116747,5.0679319680441735,99100
2A,2A247,corse,NB64H45,2017-09-21,15:22:00,20,21,8,9,72,10.0,1.0,12:13:0,88.33224468116747,5.0679319680441735,20
04,04077,corse,KD88L5,2017-09-21,16:43:00,30300,21,8,9,72,10.0,1.0,12:13:0,88.33224468116747,5.0679319680441735,30300
83,83011,corse,LD44B83,2017-09-21,17:42:00,200,21,8,9,72,10.0,1.0,12:13:0,88.33224468116747,5.0679319680441735,200
2B,2B301,corse,NC64C85,2017-09-26,12:57:00,80000,21,14,6,88,8.75,50.0,11:59:0,80.59452833543513,0.6411425285345749,80000
2A,2A247,languedoc-roussillon,NB64K12,2017-10-03,03:21:00,700,24,18,8,84,10.0,34.0,11:38:0,82.36914063871858,1.3399675360181942,700
2A,2A269,languedoc-roussillon,NB86C7,2017-10-03,11:47:00,80,24,18,8,84,10.0,34.0,11:38:0,82.36914063871858,1.3399675360181942,80
30,30176,languedoc-roussillon,GD88K2,2017-10-03,12:15:00,660420,24,18,8,84,10.0,34.0,11:38:0,82.36914063871858,1.3399675360181942,660420
34,34126,languedoc-roussillon,GD64A12,2017-10-03,12:25:00,24500,24,18,8,84,10.0,34.0,11:38:0,82.36914063871858,1.3399675360181942,24500
06,06003,languedoc-roussillon,LD66A9,2017-10-03,13:40:00,5380,24,18,8,84,10.0,34.0,11:38:0,82.36914063871858,1.3399675360181942,5380
84,84089,languedoc-roussillon,KD44L9,2017-10-03,17:08:00,3000,24,18,8,84,10.0,34.0,11:38:0,82.36914063871858,1.3399675360181942,3000
84,84089,languedoc-roussillon,KD44L9,2017-10-03,17:58:00,4000,24,18,8,84,10.0,34.0,11:38:0,82.36914063871858,1.3399675360181942,4000
26,26284,languedoc-roussillon,HE82H9,2017-10-03,19:40:00,6500,24,18,8,84,10.0,34.0,11:38:0,82.36914063871858,1.3399675360181942,6500
2A,2A247,languedoc-roussillon,NB84C1,2017-10-03,22:25:00,500,24,18,8,84,10.0,34.0,11:38:0,82.36914063871858,1.3399675360181942,500
34,34281,languedoc-roussillon,HD02A81,2017-10-06,05:02:00,846900,18,15,24,55,10.0,1.0,11:28:0,85.84753308351185,6.944857577292124,846900
2B,2B190,languedoc-roussillon,NC44F35,2017-10-06,12:46:00,10000,18,15,24,55,10.0,1.0,11:28:0,85.84753308351185,6.944857577292124,10000
13,13001,languedoc-roussillon,KD42E7,2017-10-06,13:02:00,1000,18,15,24,55,10.0,1.0,11:28:0,85.84753308351185,6.944857577292124,1000
30,30105,languedoc-roussillon,GD88F8,2017-10-06,15:28:00,100000,18,15,24,55,10.0,1.0,11:28:0,85.84753308351185,6.944857577292124,100000
83,83019,languedoc-roussillon,LD20C22,2017-10-06,15:41:00,228,18,15,24,55,10.0,1.0,11:28:0,85.84753308351185,6.944857577292124,228
04,04112,languedoc-roussillon,KD66H8,2017-10-06,16:07:00,10,18,15,24,55,10.0,1.0,11:28:0,85.84753308351185,6.944857577292124,10
11,11397,languedoc-roussillon,GD00E03,2017-10-06,16:11:00,130,18,15,24,55,10.0,1.0,11:28:0,85.84753308351185,6.944857577292124,130
2B,2B352,languedoc-roussillon,NC44D52,2017-10-06,16:57:00,10000,18,15,24,55,10.0,1.0,11:28:0,85.84753308351185,6.944857577292124,10000
2A,2A032,languedoc-roussillon,NB48A0,2017-10-06,19:13:00,500,18,15,24,55,10.0,1.0,11:28:0,85.84753308351185,6.944857577292124,500
83,83019,languedoc-roussillon,LD20C15,2017-10-06,21:24:00,26300,18,15,24,55,10.0,1.0,11:28:0,85.84753308351185,6.944857577292124,26300
13,13080,languedoc-roussillon,KD44E6,2017-10-06,22:09:00,20000,18,15,24,55,10.0,1.0,11:28:0,85.84753308351185,6.944857577292124,20000
06,06066,languedoc-roussillon,LD88F0,2017-10-07,06:04:00,125140,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,125140
11,11017,languedoc-roussillon,FC84E72,2017-10-07,08:59:00,10,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,10
04,04051,languedoc-roussillon,KE60F6,2017-10-07,10:15:00,28700,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,28700
2B,2B290,languedoc-roussillon,NC44C55,2017-10-07,10:58:00,300,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,300
2B,2B290,languedoc-roussillon,NC44C63,2017-10-07,11:13:00,40000,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,40000
2A,2A272,languedoc-roussillon,NB44H3,2017-10-07,12:32:00,100,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,100
34,34170,languedoc-roussillon,GD40D75,2017-10-07,13:15:00,523700,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,523700
2B,2B176,languedoc-roussillon,NC62L72,2017-10-07,13:23:00,10000,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,10000
2B,2B229,languedoc-roussillon,NC60H41,2017-10-07,13:28:00,1400,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,1400
83,83104,languedoc-roussillon,KD64K44,2017-10-07,13:56:00,20,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,20
48,48152,languedoc-roussillon,HE22B1,2017-10-07,14:19:00,480,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,480
2B,2B251,languedoc-roussillon,NB88B61,2017-10-07,14:44:00,10000,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,10000
66,66106,languedoc-roussillon,GC22L02,2017-10-07,15:05:00,5000,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,5000
2A,2A006,languedoc-roussillon,NB28H11,2017-10-07,16:19:00,1,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,1
30,30269,languedoc-roussillon,HE20B1,2017-10-07,16:21:00,80000,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,80000
2B,2B238,languedoc-roussillon,NC62E15,2017-10-07,16:28:00,10000,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,10000
66,66217,languedoc-roussillon,GC22L64,2017-10-07,16:57:00,3000,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,3000
2B,2B320,languedoc-roussillon,NC80D62,2017-10-07,17:24:00,10500,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,10500
2B,2B355,languedoc-roussillon,NC64L41,2017-10-07,18:22:00,1000,22,12,21,60,10.0,10.0,11:26:0,85.1166103172945,5.149766560178667,1000
06,06103,provence-alpes-c-te-d-azur,LE80H2,2017-10-08,10:33:00,280,22,15,37,44,10.0,5.0,11:23:0,88.06028635427246,19.866462445082043,280
06,06103,languedoc-roussillon,LE80H2,2017-10-08,10:33:00,280,23,15,8,59,10.0,9.0,11:23:0,85.52902842624516,2.9114448267637982,280
83,83019,provence-alpes-c-te-d-azur,LD20C14,2017-10-08,10:44:00,10,22,15,37,44,10.0,5.0,11:23:0,88.06028635427246,19.866462445082043,10
83,83019,languedoc-roussillon,LD20C14,2017-10-08,10:44:00,10,23,15,8,59,10.0,9.0,11:23:0,85.52902842624516,2.9114448267637982,10
84,84108,provence-alpes-c-te-d-azur,KD28B6,2017-10-08,11:37:00,1000,22,15,37,44,10.0,5.0,11:23:0,88.06028635427246,19.866462445082043,1000
84,84108,languedoc-roussillon,KD28B6,2017-10-08,11:37:00,1000,23,15,8,59,10.0,9.0,11:23:0,85.52902842624516,2.9114448267637982,1000
13,13056,provence-alpes-c-te-d-azur,KD22A0,2017-10-08,12:17:00,45000,22,15,37,44,10.0,5.0,11:23:0,88.06028635427246,19.866462445082043,45000
13,13056,languedoc-roussillon,KD22A0,2017-10-08,12:17:00,45000,23,15,8,59,10.0,9.0,11:23:0,85.52902842624516,2.9114448267637982,45000
34,34281,provence-alpes-c-te-d-azur,GD82L94,2017-10-08,12:46:00,1650,22,15,37,44,10.0,5.0,11:23:0,88.06028635427246,19.866462445082043,1650
34,34281,languedoc-roussillon,GD82L94,2017-10-08,12:46:00,1650,23,15,8,59,10.0,9.0,11:23:0,85.52902842624516,2.9114448267637982,1650
83,83142,provence-alpes-c-te-d-azur,LD26F15,2017-10-08,14:32:00,300000,22,15,37,44,10.0,5.0,11:23:0,88.06028635427246,19.866462445082043,300000
83,83142,languedoc-roussillon,LD26F15,2017-10-08,14:32:00,300000,23,15,8,59,10.0,9.0,11:23:0,85.52902842624516,2.9114448267637982,300000
83,83142,provence-alpes-c-te-d-azur,LD26F15,2017-10-08,14:32:00,30,22,15,37,44,10.0,5.0,11:23:0,88.06028635427246,19.866462445082043,30
83,83142,languedoc-roussillon,LD26F15,2017-10-08,14:32:00,30,23,15,8,59,10.0,9.0,11:23:0,85.52902842624516,2.9114448267637982,30
34,34213,provence-alpes-c-te-d-azur,HD02E63,2017-10-08,16:14:00,100530,22,15,37,44,10.0,5.0,11:23:0,88.06028635427246,19.866462445082043,100530
34,34213,languedoc-roussillon,HD02E63,2017-10-08,16:14:00,100530,23,15,8,59,10.0,9.0,11:23:0,85.52902842624516,2.9114448267637982,100530
2B,2B034,provence-alpes-c-te-d-azur,NC44D72,2017-10-08,17:50:00,30000,22,15,37,44,10.0,5.0,11:23:0,88.06028635427246,19.866462445082043,30000
2B,2B034,languedoc-roussillon,NC44D72,2017-10-08,17:50:00,30000,23,15,8,59,10.0,9.0,11:23:0,85.52902842624516,2.9114448267637982,30000
66,66029,languedoc-roussillon,GC22E55,2017-10-10,09:20:00,1000,23,16,10,65,10.0,5.0,11:16:0,84.65744957744687,2.6797528524032375,1000
34,34219,languedoc-roussillon,GD22K95,2017-10-10,13:09:00,9415,23,16,10,65,10.0,5.0,11:16:0,84.65744957744687,2.6797528524032375,9415
07,07065,languedoc-roussillon,HE46H33,2017-10-10,13:15:00,6000,23,16,10,65,10.0,5.0,11:16:0,84.65744957744687,2.6797528524032375,6000
